Position Holder,Issuer,ISIN,Position Date,Net Short Position (%),Reporting Date,Cancellation Date
BNP Paribas SA,CA Immobilien Anlagen Aktiengesellschaft,AT0000641352,2014-07-01,"0,88",2014-07-02,
BNP Paribas SA,CA Immobilien Anlagen Aktiengesellschaft,AT0000641352,2014-06-30,"0,93",2014-07-01,
BNP Paribas SA,CA Immobilien Anlagen Aktiengesellschaft,AT0000641352,2014-06-24,"0,87",2014-06-25,
BNP Paribas SA,CA Immobilien Anlagen Aktiengesellschaft,AT0000641352,2014-05-15,"0,92",2014-05-16,
BNP Paribas SA,CA Immobilien Anlagen Aktiengesellschaft,AT0000641352,2014-04-02,"0,81",2014-04-03,
BNP Paribas SA,CA Immobilien Anlagen Aktiengesellschaft,AT0000641352,2014-03-17,"0,79",2014-03-18,
BNP Paribas SA,CA Immobilien Anlagen Aktiengesellschaft,AT0000641352,2014-02-19,"0,82",2014-02-20,
BNP Paribas SA,CA Immobilien Anlagen Aktiengesellschaft,AT0000641352,2014-01-17,"0,74",2014-01-20,
BNP Paribas SA,CA Immobilien Anlagen Aktiengesellschaft,AT0000641352,2014-01-09,"0,61",2014-01-10,
BNP Paribas SA,CA Immobilien Anlagen Aktiengesellschaft,AT0000641352,2013-11-14,"0,51",2013-11-15,
Bodenholm Capital AB,Österreichische Post Aktiengesellschaft,AT0000APOST4,2020-02-27,"0,35",2020-02-28,
Bodenholm Capital AB,Österreichische Post Aktiengesellschaft,AT0000APOST4,2020-02-26,"0,6",2020-02-27,
Bodenholm Capital AB,Österreichische Post Aktiengesellschaft,AT0000APOST4,2020-02-04,"1,01",2020-02-05,
Bodenholm Capital AB,Österreichische Post Aktiengesellschaft,AT0000APOST4,2019-12-27,"0,9",2019-12-30,
Bodenholm Capital AB,Österreichische Post Aktiengesellschaft,AT0000APOST4,2019-12-13,"0,88",2019-12-16,
Bodenholm Capital AB,Österreichische Post Aktiengesellschaft,AT0000APOST4,2019-12-12,"0,98",2019-12-13,
Bodenholm Capital AB,Österreichische Post Aktiengesellschaft,AT0000APOST4,2019-11-26,"1,08",2019-11-27,
Bodenholm Capital AB,Österreichische Post Aktiengesellschaft,AT0000APOST4,2019-11-20,"1,12",2019-11-21,
Bodenholm Capital AB,Österreichische Post Aktiengesellschaft,AT0000APOST4,2019-08-29,"1,3",2019-08-30,
Bodenholm Capital AB,Österreichische Post Aktiengesellschaft,AT0000APOST4,2019-08-08,"1,23",2019-08-09,
Bodenholm Capital AB,Österreichische Post Aktiengesellschaft,AT0000APOST4,2019-08-01,"1,1",2019-08-02,
Bodenholm Capital AB,Österreichische Post Aktiengesellschaft,AT0000APOST4,2019-07-01,1,2019-07-02,
Bodenholm Capital AB,Österreichische Post Aktiengesellschaft,AT0000APOST4,2019-06-28,"0,92",2019-07-01,
Bodenholm Capital AB,Österreichische Post Aktiengesellschaft,AT0000APOST4,2019-06-17,"0,81",2019-06-18,
Bodenholm Capital AB,Österreichische Post Aktiengesellschaft,AT0000APOST4,2019-05-29,"0,7",2019-05-30,
Bodenholm Capital AB,Österreichische Post Aktiengesellschaft,AT0000APOST4,2019-05-24,"0,62",2019-05-27,
Bodenholm Capital AB,Österreichische Post Aktiengesellschaft,AT0000APOST4,2019-05-22,"0,5",2019-05-23,
Capstone Global Master (Cayman) Limited,IMMOFINANZ AG,AT0000A21KS2,2022-01-24,0,2022-01-25,
Capstone Global Master (Cayman) Limited,IMMOFINANZ AG,AT0000A21KS2,2022-01-21,"0,97",2022-01-24,2022-01-24
Capstone Global Master (Cayman) Limited,IMMOFINANZ AG,AT0000A21KS2,2021-12-29,"0,83",2021-12-30,
Capstone Global Master (Cayman) Limited,IMMOFINANZ AG,AT0000A21KS2,2021-12-09,"0,71",2021-12-10,
Carmignac Gestion,AT & S Austria Technologie & Systemtechnik Aktiengesellschaft,AT0000969985,2021-11-04,"0,11",2021-11-05,
Carmignac Gestion,AT & S Austria Technologie & Systemtechnik Aktiengesellschaft,AT0000969985,2021-10-29,"0,65",2021-11-02,
"Castle Creek Arbitrage, LLC",conwert Immobilien Invest SE,AT0000697750,2016-01-29,0,2016-01-29,
"Castle Creek Arbitrage, LLC",conwert Immobilien Invest SE,AT0000697750,2016-01-05,"1,14",2016-01-07,
"Castle Creek Arbitrage, LLC",conwert Immobilien Invest SE,AT0000697750,2015-10-27,"1,21",2015-10-27,
"Castle Creek Arbitrage, LLC",conwert Immobilien Invest SE,AT0000697750,2015-10-19,"1,11",2015-10-20,
"Castle Creek Arbitrage, LLC",conwert Immobilien Invest SE,AT0000697750,2015-09-23,1,2015-09-23,
"Castle Creek Arbitrage, LLC",conwert Immobilien Invest SE,AT0000697750,2015-09-22,"0,92",2015-09-22,
"Castle Creek Arbitrage, LLC",conwert Immobilien Invest SE,AT0000697750,2015-08-19,"0,84",2015-08-19,
"Castle Creek Arbitrage, LLC",conwert Immobilien Invest SE,AT0000697750,2015-08-17,"0,77",2015-08-18,
"Castle Creek Arbitrage, LLC",conwert Immobilien Invest SE,AT0000697750,2015-08-14,"0,69",2015-08-14,
"Castle Creek Arbitrage, LLC",conwert Immobilien Invest SE,AT0000697750,2015-07-23,"0,78",2015-07-23,
"Castle Creek Arbitrage, LLC",conwert Immobilien Invest SE,AT0000697750,2015-07-15,"0,84",2015-07-15,
"Castle Creek Arbitrage, LLC",conwert Immobilien Invest SE,AT0000697750,2015-07-15,"0,8",2015-07-15,2015-07-15
"Castle Creek Arbitrage, LLC",conwert Immobilien Invest SE,AT0000697750,2015-07-07,"0,78",2015-07-07,
"Castle Creek Arbitrage, LLC",conwert Immobilien Invest SE,AT0000697750,2015-05-29,"0,87",2015-05-29,
"Castle Creek Arbitrage, LLC",conwert Immobilien Invest SE,AT0000697750,2015-05-19,"1,64",2015-05-19,
"Castle Creek Arbitrage, LLC",conwert Immobilien Invest SE,AT0000697750,2015-05-15,"1,58",2015-05-15,
"Castle Creek Arbitrage, LLC",conwert Immobilien Invest SE,AT0000697750,2015-04-16,"1,46",2015-04-16,
"Castle Creek Arbitrage, LLC",conwert Immobilien Invest SE,AT0000697750,2015-04-07,"1,57",2015-04-07,
"Castle Creek Arbitrage, LLC",conwert Immobilien Invest SE,AT0000697750,2015-03-25,"1,69",2015-03-25,
"Castle Creek Arbitrage, LLC",conwert Immobilien Invest SE,AT0000697750,2015-03-19,"1,75",2015-03-19,
"Castle Creek Arbitrage, LLC",conwert Immobilien Invest SE,AT0000697750,2015-02-23,"1,84",2015-02-23,
"Castle Creek Arbitrage, LLC",conwert Immobilien Invest SE,AT0000697750,2015-02-20,"1,72",2015-02-20,
"Castle Creek Arbitrage, LLC",conwert Immobilien Invest SE,AT0000697750,2015-02-19,"1,55",2015-02-19,
"Castle Creek Arbitrage, LLC",conwert Immobilien Invest SE,AT0000697750,2015-02-17,"1,46",2015-02-17,
"Castle Creek Arbitrage, LLC",conwert Immobilien Invest SE,AT0000697750,2015-02-13,"1,34",2015-02-13,
"Castle Creek Arbitrage, LLC",conwert Immobilien Invest SE,AT0000697750,2015-02-10,"1,21",2015-02-10,
"Castle Creek Arbitrage, LLC",conwert Immobilien Invest SE,AT0000697750,2015-02-05,"1,1",2015-02-05,
"Castle Creek Arbitrage, LLC",conwert Immobilien Invest SE,AT0000697750,2015-02-03,"1,09",2015-02-03,
"Castle Creek Arbitrage, LLC",conwert Immobilien Invest SE,AT0000697750,2015-01-30,"0,94",2015-01-30,
"Castle Creek Arbitrage, LLC",conwert Immobilien Invest SE,AT0000697750,2015-01-05,"1,14",2016-01-06,2016-01-07
"Castle Creek Arbitrage, LLC",conwert Immobilien Invest SE,AT0000697750,2014-09-17,"0,87",2014-09-18,
"Castle Creek Arbitrage, LLC",conwert Immobilien Invest SE,AT0000697750,2014-06-20,"0,9",2014-06-23,
"Castle Creek Arbitrage, LLC",conwert Immobilien Invest SE,AT0000697750,2014-05-13,"1,08",2014-05-13,
"Castle Creek Arbitrage, LLC",conwert Immobilien Invest SE,AT0000697750,2014-01-29,"1,21",2014-01-29,
"Castle Creek Arbitrage, LLC",conwert Immobilien Invest SE,AT0000697750,2013-10-28,"1,33",2013-10-28,
"Castle Creek Arbitrage, LLC",conwert Immobilien Invest SE,AT0000697750,2013-07-18,"1,29",2013-07-19,
"Castle Creek Arbitrage, LLC",conwert Immobilien Invest SE,AT0000697750,2013-06-13,"1,36",2013-06-13,
"Castle Creek Arbitrage, LLC",conwert Immobilien Invest SE,AT0000697750,2012-11-06,"1,43",2012-11-06,
"Chilton Investment Company, LLC",VERBUND AG,AT0000746409,2013-09-10,"0,47",2013-09-11,
"Chilton Investment Company, LLC",VERBUND AG,AT0000746409,2013-08-16,"0,57",2013-08-19,
"Chilton Investment Company, LLC",VERBUND AG,AT0000746409,2013-07-01,"0,6",2013-07-02,
"Chilton Investment Company, LLC",VERBUND AG,AT0000746409,2013-03-15,"0,52",2013-03-18,
CIGOGNE MANAGEMENT S.A.,BUWOG AG,AT00BUWOG001,2018-03-27,0,2018-03-28,
CIGOGNE MANAGEMENT S.A.,BUWOG AG,AT00BUWOG001,2018-02-23,"0,6",2018-02-26,
Citadel Advisors Europe Limited,DO & CO Aktiengesellschaft,AT0000818802,2023-03-01,0,2023-03-02,
Citadel Advisors Europe Limited,DO & CO Aktiengesellschaft,AT0000818802,2022-08-16,"0,81",2022-08-17,
Citadel Advisors Europe Limited,DO & CO Aktiengesellschaft,AT0000818802,2022-08-01,"0,91",2022-08-02,
Citadel Advisors Europe Limited,DO & CO Aktiengesellschaft,AT0000818802,2022-07-12,"0,89",2022-07-13,
Citadel Advisors Europe Limited,DO & CO Aktiengesellschaft,AT0000818802,2022-05-26,"0,91",2022-05-27,
Citadel Advisors Europe Limited,DO & CO Aktiengesellschaft,AT0000818802,2022-04-26,"0,89",2022-04-27,
Citadel Advisors Europe Limited,DO & CO Aktiengesellschaft,AT0000818802,2022-03-07,"1,06",2022-03-08,
Citadel Advisors Europe Limited,DO & CO Aktiengesellschaft,AT0000818802,2022-03-01,"1,19",2022-03-02,
Citadel Advisors Europe Limited,DO & CO Aktiengesellschaft,AT0000818802,2022-02-15,"1,2",2022-02-16,
Citadel Advisors Europe Limited,DO & CO Aktiengesellschaft,AT0000818802,2022-02-01,"1,19",2022-02-02,
Citadel Advisors Europe Limited,DO & CO Aktiengesellschaft,AT0000818802,2022-01-20,"1,03",2022-01-21,
Citadel Advisors Europe Limited,DO & CO Aktiengesellschaft,AT0000818802,2022-01-18,"0,85",2022-01-19,
Citadel Advisors Europe Limited,DO & CO Aktiengesellschaft,AT0000818802,2022-01-06,"0,72",2022-01-06,2022-01-06
Citadel Advisors Europe Limited,DO & CO Aktiengesellschaft,AT0000818802,2022-01-05,"0,72",2022-01-06,
Citadel Advisors Europe Limited,DO & CO Aktiengesellschaft,AT0000818802,2022-01-03,"0,69",2022-01-04,
Citadel Advisors II LLC,Zumtobel Group AG,AT0000837307,2018-08-17,"0,47",2018-08-22,
Citadel Advisors II LLC,Zumtobel Group AG,AT0000837307,2018-08-16,"0,51",2018-08-17,
Citadel Advisors II LLC,Zumtobel Group AG,AT0000837307,2018-07-25,"0,49",2018-07-26,
Citadel Advisors II LLC,Zumtobel Group AG,AT0000837307,2018-07-16,"0,56",2018-07-17,
Citadel Advisors II LLC,Zumtobel Group AG,AT0000837307,2018-07-13,"0,6",2018-07-16,
Citadel Advisors II LLC,Zumtobel Group AG,AT0000837307,2018-07-06,"0,58",2018-07-06,
Citadel Advisors II LLC,Zumtobel Group AG,AT0000837307,2018-07-04,"0,53",2018-07-04,
Citadel Advisors II LLC,Zumtobel Group AG,AT0000837307,2018-05-22,"0,49",2018-05-23,
Citadel Advisors II LLC,Zumtobel Group AG,AT0000837307,2018-05-08,"0,59",2018-05-09,
Citadel Advisors II LLC,Zumtobel Group AG,AT0000837307,2018-04-09,"0,67",2018-04-10,
Citadel Advisors II LLC,Zumtobel Group AG,AT0000837307,2018-04-04,"0,72",2018-04-05,
Citadel Advisors II LLC,Zumtobel Group AG,AT0000837307,2018-03-29,"0,68",2018-04-03,
Citadel Advisors II LLC,Zumtobel Group AG,AT0000837307,2018-03-21,"0,78",2018-03-22,
Citadel Advisors II LLC,Zumtobel Group AG,AT0000837307,2018-03-08,"0,87",2018-03-09,
Citadel Advisors II LLC,Zumtobel Group AG,AT0000837307,2018-02-28,"0,91",2018-03-01,
Citadel Advisors II LLC,Zumtobel Group AG,AT0000837307,2018-02-26,"0,83",2018-02-27,
Citadel Advisors II LLC,Zumtobel Group AG,AT0000837307,2018-02-21,"0,75",2018-02-22,
Citadel Advisors II LLC,Zumtobel Group AG,AT0000837307,2018-02-20,"0,69",2018-02-21,
Citadel Advisors II LLC,Zumtobel Group AG,AT0000837307,2018-02-05,"0,74",2018-02-06,
Citadel Advisors II LLC,Zumtobel Group AG,AT0000837307,2018-02-01,"0,62",2018-02-02,
Citadel Advisors II LLC,Zumtobel Group AG,AT0000837307,2018-01-31,"0,52",2018-01-31,
Citadel Advisors LLC,DO & CO Aktiengesellschaft,AT0000818802,2020-08-21,"0,47",2020-08-26,
Citadel Advisors LLC,DO & CO Aktiengesellschaft,AT0000818802,2020-08-20,"0,57",2020-08-26,
Citadel Advisors LLC,DO & CO Aktiengesellschaft,AT0000818802,2020-08-14,"0,61",2020-08-26,
Citadel Advisors LLC,DO & CO Aktiengesellschaft,AT0000818802,2020-08-13,"0,57",2020-08-26,
Citadel Advisors LLC,DO & CO Aktiengesellschaft,AT0000818802,2020-08-12,"0,49",2020-08-26,
Citadel Advisors LLC,DO & CO Aktiengesellschaft,AT0000818802,2020-08-10,"0,51",2020-08-26,
Citadel Advisors LLC,Lenzing Aktiengesellschaft,AT0000644505,2022-11-25,"0,49",2022-11-28,
Citadel Advisors LLC,Lenzing Aktiengesellschaft,AT0000644505,2022-10-28,"0,51",2022-10-31,
Citadel Europe LLP,AT & S Austria Technologie & Systemtechnik Aktiengesellschaft,AT0000969985,2018-07-27,"0,49",2018-07-30,
Citadel Europe LLP,AT & S Austria Technologie & Systemtechnik Aktiengesellschaft,AT0000969985,2018-07-16,"0,51",2018-07-17,
Citadel Europe LLP,DO & CO Aktiengesellschaft,AT0000818802,2022-01-03,0,2022-01-03,
Citadel Europe LLP,DO & CO Aktiengesellschaft,AT0000818802,2021-12-16,"0,69",2021-12-17,
Citadel Europe LLP,DO & CO Aktiengesellschaft,AT0000818802,2021-12-07,"0,7",2021-12-08,
Citadel Europe LLP,DO & CO Aktiengesellschaft,AT0000818802,2021-12-03,"0,63",2021-12-06,
Citadel Europe LLP,DO & CO Aktiengesellschaft,AT0000818802,2021-11-30,"0,77",2021-12-01,
Citadel Europe LLP,DO & CO Aktiengesellschaft,AT0000818802,2021-11-26,"0,89",2021-11-29,
Citadel Europe LLP,DO & CO Aktiengesellschaft,AT0000818802,2021-11-19,"0,97",2021-11-22,
Citadel Europe LLP,DO & CO Aktiengesellschaft,AT0000818802,2021-11-15,"1,01",2021-11-16,
Citadel Europe LLP,DO & CO Aktiengesellschaft,AT0000818802,2021-11-12,"1,19",2021-11-15,
Citadel Europe LLP,DO & CO Aktiengesellschaft,AT0000818802,2021-11-10,"1,21",2021-11-11,
Citadel Europe LLP,DO & CO Aktiengesellschaft,AT0000818802,2021-11-09,"1,31",2021-11-10,
Citadel Europe LLP,DO & CO Aktiengesellschaft,AT0000818802,2021-11-08,"1,26",2021-11-09,
Citadel Europe LLP,DO & CO Aktiengesellschaft,AT0000818802,2021-10-20,"1,17",2021-10-21,
Citadel Europe LLP,DO & CO Aktiengesellschaft,AT0000818802,2021-10-18,"1,2",2021-10-19,
Citadel Europe LLP,DO & CO Aktiengesellschaft,AT0000818802,2021-09-29,"1,1",2021-09-30,
Citadel Europe LLP,DO & CO Aktiengesellschaft,AT0000818802,2021-07-20,"1,07",2021-07-21,
Citadel Europe LLP,DO & CO Aktiengesellschaft,AT0000818802,2021-07-09,"1,17",2021-07-12,
Citadel Europe LLP,DO & CO Aktiengesellschaft,AT0000818802,2021-05-17,"1,23",2021-05-18,
Citadel Europe LLP,DO & CO Aktiengesellschaft,AT0000818802,2021-05-10,"1,15",2021-05-11,
Citadel Europe LLP,DO & CO Aktiengesellschaft,AT0000818802,2021-04-29,"0,9",2021-04-30,
Citadel Europe LLP,DO & CO Aktiengesellschaft,AT0000818802,2021-04-13,"0,82",2021-04-14,
Citadel Europe LLP,DO & CO Aktiengesellschaft,AT0000818802,2021-04-07,"0,75",2021-04-08,
Citadel Europe LLP,DO & CO Aktiengesellschaft,AT0000818802,2021-02-26,"0,51",2021-03-01,
Citadel Europe LLP,IMMOFINANZ AG,AT0000A21KS2,2019-12-20,"0,44",2019-12-23,
Citadel Europe LLP,IMMOFINANZ AG,AT0000A21KS2,2019-12-13,"0,51",2019-12-16,
Citadel Europe LLP,IMMOFINANZ AG,AT0000A21KS2,2019-11-11,"0,47",2019-11-12,
Citadel Europe LLP,IMMOFINANZ AG,AT0000A21KS2,2019-08-29,"0,56",2019-08-30,
Citadel Europe LLP,IMMOFINANZ AG,AT0000A21KS2,2019-06-18,"0,65",2019-06-19,
Citadel Europe LLP,IMMOFINANZ AG,AT0000A21KS2,2019-05-23,"0,52",2019-05-24,
Citadel Europe LLP,voestalpine AG,AT0000937503,2019-11-11,"0,48",2019-11-12,
Citadel Europe LLP,voestalpine AG,AT0000937503,2019-10-30,"0,59",2019-10-31,
Citadel Europe LLP,voestalpine AG,AT0000937503,2019-10-23,"0,6",2019-10-24,
Citadel Europe LLP,voestalpine AG,AT0000937503,2019-09-18,"0,5",2019-09-19,
Citadel Europe LLP,voestalpine AG,AT0000937503,2019-09-12,"0,46",2019-09-13,
Citadel Europe LLP,voestalpine AG,AT0000937503,2019-09-05,"0,59",2019-09-06,
Citadel Europe LLP,voestalpine AG,AT0000937503,2019-07-11,"0,62",2019-07-12,
Citadel Europe LLP,voestalpine AG,AT0000937503,2019-06-27,"0,52",2019-06-28,
Citadel Europe LLP,voestalpine AG,AT0000937503,2019-06-18,"0,49",2019-06-19,
Citadel Europe LLP,voestalpine AG,AT0000937503,2019-06-12,"0,5",2019-06-12,
Citadel Europe LLP,Zumtobel Group AG,AT0000837307,2018-07-04,"0,53",2018-07-04,2018-07-04
Clearance Capital Limited,CA Immobilien Anlagen Aktiengesellschaft,AT0000641352,2024-09-03,"0,35",2024-09-04,
Clearance Capital Limited,CA Immobilien Anlagen Aktiengesellschaft,AT0000641352,2024-08-15,"0,56",2024-08-16,
Clearance Capital Limited,CA Immobilien Anlagen Aktiengesellschaft,AT0000641352,2024-07-12,"0,65",2024-07-15,
Clearance Capital Limited,CA Immobilien Anlagen Aktiengesellschaft,AT0000641352,2024-07-01,"0,74",2024-07-02,
Clearance Capital Limited,CA Immobilien Anlagen Aktiengesellschaft,AT0000641352,2024-06-28,"0,67",2024-07-01,
Clearance Capital Limited,CA Immobilien Anlagen Aktiengesellschaft,AT0000641352,2024-06-14,"0,58",2024-06-17,
Clearance Capital Limited,CA Immobilien Anlagen Aktiengesellschaft,AT0000641352,2024-04-03,"0,64",2024-04-03,2024-04-03
Clearance Capital Limited,CA Immobilien Anlagen Aktiengesellschaft,AT0000641352,2024-04-02,"0,64",2024-04-03,
Clearance Capital Limited,CA Immobilien Anlagen Aktiengesellschaft,AT0000641352,2024-03-20,"0,5",2024-03-21,
"Connor, Clark & Lunn Investment Management Ltd.",Lenzing Aktiengesellschaft,AT0000644505,2019-07-17,"0,48",2019-07-18,
"Connor, Clark & Lunn Investment Management Ltd.",Lenzing Aktiengesellschaft,AT0000644505,2019-03-18,"0,5",2019-03-19,
"Connor, Clark & Lunn Investment Management Ltd.",POLYTEC Holding AG,AT0000A00XX9,2020-01-21,"0,49",2020-01-22,
"Connor, Clark & Lunn Investment Management Ltd.",POLYTEC Holding AG,AT0000A00XX9,2019-10-29,"0,59",2019-10-30,
"Connor, Clark & Lunn Investment Management Ltd.",POLYTEC Holding AG,AT0000A00XX9,2019-06-24,"0,69",2019-06-25,
"Connor, Clark & Lunn Investment Management Ltd.",POLYTEC Holding AG,AT0000A00XX9,2019-04-03,"0,79",2019-04-04,
"Connor, Clark & Lunn Investment Management Ltd.",POLYTEC Holding AG,AT0000A00XX9,2019-03-13,"0,8",2019-03-14,
"Connor, Clark & Lunn Investment Management Ltd.",POLYTEC Holding AG,AT0000A00XX9,2018-12-05,"0,7",2018-12-06,
"Connor, Clark & Lunn Investment Management Ltd.",POLYTEC Holding AG,AT0000A00XX9,2018-11-06,"0,6",2018-11-07,
"Connor, Clark & Lunn Investment Management Ltd.",POLYTEC Holding AG,AT0000A00XX9,2018-11-02,"0,59",2018-11-05,
"Connor, Clark & Lunn Investment Management Ltd.",POLYTEC Holding AG,AT0000A00XX9,2018-10-31,"0,6",2018-11-01,
"Connor, Clark & Lunn Investment Management Ltd.",POLYTEC Holding AG,AT0000A00XX9,2018-10-11,"0,5",2018-10-12,
"Connor, Clark & Lunn Investment Management Ltd.",SCHOELLER-BLECKMANN OILFIELD EQUIPMENT Aktiengesellschaft,AT0000946652,2017-11-03,"0,49",2017-11-06,
"Connor, Clark & Lunn Investment Management Ltd.",SCHOELLER-BLECKMANN OILFIELD EQUIPMENT Aktiengesellschaft,AT0000946652,2017-10-11,"0,59",2017-10-12,
"Connor, Clark & Lunn Investment Management Ltd.",SCHOELLER-BLECKMANN OILFIELD EQUIPMENT Aktiengesellschaft,AT0000946652,2017-09-19,"0,69",2017-09-20,
"Connor, Clark & Lunn Investment Management Ltd.",SCHOELLER-BLECKMANN OILFIELD EQUIPMENT Aktiengesellschaft,AT0000946652,2017-07-10,"0,7",2017-07-11,
"Connor, Clark & Lunn Investment Management Ltd.",SCHOELLER-BLECKMANN OILFIELD EQUIPMENT Aktiengesellschaft,AT0000946652,2017-06-08,"0,6",2017-06-09,
"Connor, Clark & Lunn Investment Management Ltd.",SCHOELLER-BLECKMANN OILFIELD EQUIPMENT Aktiengesellschaft,AT0000946652,2017-05-05,"0,5",2017-05-08,
"Connor, Clark & Lunn Investment Management Ltd.",SCHOELLER-BLECKMANN OILFIELD EQUIPMENT Aktiengesellschaft,AT0000946652,2016-10-07,"0,49",2016-10-10,
"Connor, Clark & Lunn Investment Management Ltd.",SCHOELLER-BLECKMANN OILFIELD EQUIPMENT Aktiengesellschaft,AT0000946652,2016-09-22,"0,5",2016-09-23,
"Connor, Clark & Lunn Investment Management Ltd.",SCHOELLER-BLECKMANN OILFIELD EQUIPMENT Aktiengesellschaft,AT0000946652,2016-03-08,"0,48",2016-03-09,
